Region,District,Ward,Village,team_leader,dateVaccination,dateVaccinati,Dogs,Cats,Correct_Village,Correct_Ward,Correct_District,Correct_Region
Morogoro,Morogoro urban,Kiwanja Cha Ndege,Bondwa,NA,14/11/2016,14-Nov-16,15,2,Bondwa,Kiwanja Cha Ndege,Morogoro Urban,Morogoro
Morogoro,Morogoro urban,Kiwanja Cha Ndege,Kiwanja cha ndege,Grace,22/02/2013,22-Feb-13,45,10,Bondwa,Kiwanja Cha Ndege,Morogoro Urban,Morogoro
Morogoro,Morogoro urban,Kiwanja Cha Ndege,Kiwanja cha ndege,Grace,09/02/2013,09-Feb-13,52,9,Bondwa,Kiwanja Cha Ndege,Morogoro Urban,Morogoro
Morogoro,Morogoro urban,Kilakala,Bong'ola,NA,06/11/2016,06-Nov-16,32,3,Bong'ola,Kilakala,Morogoro Urban,Morogoro
Morogoro,Morogoro rural,Bwakira Chini,Bonye,Mgonde,04/11/2016,04-Nov-16,98,3,Bonye,Bwaki la Chini,Morogoro,Morogoro
morogoro,Morogoro rural,Bwaki la Chini,Bonye,Grace,02/10/2011,02-Oct-11,124,0,Bonye,Bwaki la Chini,Morogoro,Morogoro
Morogoro,Morogoro Rural,Bwakila Chini,Bonye,Mgonde,18/12/2014,18-Dec-14,68,1,Bonye,Bwaki la Chini,Morogoro,Morogoro
Dar Es Salaam,Ilala,Bunyokwa,Bunyokwa,NA,11/01/2017,11-Jan-17,198,7,Bonyokwa,Kinyerezi,Ilala,Dar-es-salaam
Dar-es-salaam,Ilala,Kinyerezi,Bonyokwa,L tarimo,10/04/2013,10-Apr-13,159,0,Bonyokwa,Kinyerezi,Ilala,Dar-es-salaam
Kaskazini Pemba,Wete,Bopwe,Bopwe,NA,21/09/2016,21-Sep-16,11,0,Bopwe,Bopwe,Wete,Pemba
Kaskazini Pemba,Wete,Bopwe,Bopwe,NA,08/12/2014,08-Dec-14,6,0,Bopwe,Bopwe,Wete,Pemba
Kaskazini Pemba,Wete,Bopwe,Bopwe,NA,13/11/2013,13-Nov-13,1,0,Bopwe Mjini,Bopwe,Wete,Pemba
Kaskazini Pemba,Wete,BOPWE,Bopwe Mjini,NA,24/06/2012,24-Jun-12,8,4,Bopwe Mjini,Bopwe,Wete,Pemba
Kaskazini Pemba,Wete,BOPWE,Bopwe Mjini,NA,29/05/2011,29-Apr-11,21,5,Bopwe Mjini,Bopwe,Wete,Pemba
Kaskazini Pemba,Wete,Bopwe,Bopwe,NA,13/11/2013,13-Nov-13,2,0,Bopwe Mwisho,Bopwe,Wete,Pemba
Coast,Mkuranga,Shungubweni,Boza,NA,30/12/2016,30-Nov-16,16,0,Boza Island,Shungubweni,Mkuranga,Pwani
Pwani,Mkuranga,NA,Boza,NA,01/01/2015,01-Jan-15,16,0,Boza Island,Shungubweni,Mkuranga,Pwani
Pwani,Mkuranga,Shungubweni,Boza,John mchomvu,14/11/2013,14-Nov-13,18,0,Boza Island,Shungubweni,Mkuranga,Pwani
Pwani,Mkuranga,Shungubweni,Boza,John mchomvu,18/06/2012,18-Jun-12,6,3,Boza Island,Shungubweni,Mkuranga,Pwani
Kaskazini Pemba,Wete,Jadida,Bubujiko,NA,22/09/2016,22-Sep-16,7,0,Bubujiko,Jadida,Wete,Pemba
Dar-es-salaam,Temeke,Mbagala,Bugudadi,Baatrice Lyimo & Amina Nkinda,26/02/2015,26-Jan-15,19,5,Bughudadi,Mbagala,Temeke,Dar-es-salaam
Dar-es-salaam,Temeke,Mbagala,Mbagala,C Mande,10/03/2013,10-Mar-13,114,20,Bughudadi,Mbagala,Temeke,Dar-es-salaam
Dar Es Salaam,Temeke,Mbagala,Bugudadi,Chausiku Mande,25/09/2011,25-Sep-11,23,5,Bughudadi,Mbagala,Temeke,Dar-es-salaam
Dar-es-salaam,Temeke,Mbagala,Bugudadi,Chausiku Mande,21/04/2010,21-Apr-10,19,1,Bughudadi,Mbagala,Temeke,Dar-es-salaam
Kaskazini Pemba,Micheweni,Chimba,Bule,NA,16/12/2014,16-Dec-14,3,0,Bule,Chimba,Micheweni,Pemba
Coast,Rufiji,Mtawanya,Bumbamsoro,NA,18/11/2016,18-Nov-16,5,0,Bumba msoro,Mtawanya,Rufiji,Pwani
Pwani,Rufiji,Mtawanya,Bumbamsoro,NA,05/02/2015,05-Feb-15,2,1,Bumba msoro,Mtawanya,Rufiji,Pwani
Pwani,Rufiji,Mtawanya,Bumbamsoro,RAMLA NYAGONGO,12/12/2013,12-Dec-13,3,0,Bumba msoro,Mtawanya,Rufiji,Pwani
Pwani,Rufiji,Mtawanya,Bumbamsoro,RAMLA NYAGONGO,03/03/2011,03-Mar-11,2,0,Bumba msoro,Mtawanya,Rufiji,Pwani
Kaskazini Pemba,Micheweni,Kinyasini,Bungala,NA,16/12/2014,16-Dec-14,6,0,Bungala,Kinyasini,Micheweni,Pemba
Pwani,Kibaha urban,Mkuza,Bungo,NA,07/12/2016,07-Dec-16,34,5,Bungo,Mkuza,Kibaha Urban,Pwani
Pwani,Kibaha urban,Mkuza,Bungo,K. Mwanga,22/11/2013,22-Nov-13,36,5,Bungo,Mkuza,Kibaha Urban,Pwani
Pwani,Kibaha urban,Mkuza,Bungo,Rose mphela,23/06/2012,23-Jun-12,25,2,Bungo,Mkuza,Kibaha Urban,Pwani
Cost,Kibaha urban,Mkuza,Buguruni,Mwanaisha Gilla,18/02/2011,18-Mar-11,7,2,Bungo,Mkuza,Kibaha Urban,Pwani
Pwani,Kibaha Urban,Mkuza,Bungo,E.Mchagi,18/12/2014,18-Dec-14,47,2,Bungo,Mkuza,Kibaha Urban,Pwani
Morogoro,Morogoro rural,Bungu,Bungu,Godfrey Msele,03/11/2016,03-Nov-16,20,0,Bungu,Bungu,Morogoro,Morogoro
Morogoro,Morogoro,Bungu,Bungu,Lustika adam,23/02/2013,23-Feb-13,23,0,Bungu,Bungu,Morogoro,Morogoro
Morogoro,Morogoro,Bungu,Bungu,Lustika adam,04/02/2013,04-Mar-13,12,0,Bungu,Bungu,Morogoro,Morogoro
Morogoro,Morogoro,Bungu,Bungu,Peter,03/02/2013,03-Mar-13,1,0,Bungu,Bungu,Morogoro,Morogoro
Morogoro,Morogoro Rural,Bungu,Bungu,E. Solomoni,16/12/2014,16-Dec-14,25,0,Bungu,Bungu,Morogoro,Morogoro
Coast,Rufiji,Bungu,Bungu A,NA,20/11/2016,20-Nov-16,10,0,"Bungu ""A""",Bungu,Rufiji,Pwani
Pwani,Rufiji,Bungu,Bungu A,NA,04/02/2015,04-Feb-15,2,0,"Bungu ""A""",Bungu,Rufiji,Pwani
Pwani,Rufiji,Bungu,Ngalengwa,MARIA MAUGA,16/12/2013,16-Dec-13,2,0,"Bungu ""A""",Bungu,Rufiji,Pwani
Pwani,Rufiji,Bungu,Bungu A,MARIA MAUGA,10/12/2013,10-Dec-13,2,0,"Bungu ""A""",Bungu,Rufiji,Pwani
Pwani,Rufiji,Bungu,Bungu A,JOSEPH FERUZI,02/03/2011,02-Mar-11,260,0,"Bungu ""A""",Bungu,Rufiji,Pwani
Coast,Rufiji,Bungu,Bungu B,NA,18/11/2016,18-Nov-16,18,0,"Bungu ""B""",Bungu,Rufiji,Pwani
Pwani,Rufiji,Bungu,Bungu B,NA,05/02/2015,05-Feb-15,16,0,"Bungu ""B""",Bungu,Rufiji,Pwani
Pwani,Rufiji,Bungu,Bungu B,MARIA MAUGA,10/12/2013,10-Dec-13,4,0,"Bungu ""B""",Bungu,Rufiji,Pwani
Pwani,Rufiji,Bungu,Bungu B,JOSEPH FERUZI,03/03/2011,03-Mar-11,3,0,"Bungu ""B""",Bungu,Rufiji,Pwani
Dar Es Salaam,Kinondoni,Mabwepande,Bunju B,"Gawa Mologa, Michaela Komba",22/11/2016,22-Nov-16,20,0,"Bunju ""B""",Mabwepande,Kinondoni,Dar-es-salaam
Dar-es-salaam,Kinondoni,MABWEPANDE,BUNJUB,"Robert Kimaro, Esther Chiombola",20/12/2014,20-Dec-14,63,7,"Bunju ""B""",Mabwepande,Kinondoni,Dar-es-salaam
Dar Es Salaam,Kinondoni,Bunju,Bunju A,"Fadhila Mgamba, HonorathaSetebe, Mercy Ndabise",21/11/2016,21-Nov-16,80,0,Bunju A,Bunju,Kinondoni,Dar-es-salaam
Dar-es-salaam,Kinondoni,BUNJU,BUNJUA(Ofisi ya kata Bunju),"Honoratha Setebe, Salehe Hija",17/12/2014,17-Dec-14,125,5,Bunju A,Bunju,Kinondoni,Dar-es-salaam
Coast,Mkuranga,Bupu,Bupu,NA,30/12/2016,30-Nov-16,30,4,Bupu,Bupu,Mkuranga,Pwani
Pwani,Mkuranga,NA,Bupu,NA,02/01/2015,02-Jan-15,29,7,Bupu,Bupu,Mkuranga,Pwani
Pwani,Mkuranga,Bupu,Bupu,Estomii John,15/11/2013,15-Nov-13,24,3,Bupu,Bupu,Mkuranga,Pwani
Pwani,Mkuranga,Bupu,Bupu,Estomii John,14/11/2013,14-Nov-13,33,0,Bupu,Bupu,Mkuranga,Pwani
Pwani,Mkuranga,Bupu,Bupu,Robert mayunga,17/06/2012,17-Jun-12,14,3,Bupu,Bupu,Mkuranga,Pwani
Dar Es Salaam,Temeke,Kijichi,Butiama, baruti s,11/12/2016,11-Dec-16,68,10,Butiama,Kijichi,Temeke,Dar-es-salaam
Dar Es Salaam,Temeke,Kijichi,Mgeni nani, mtumbalia s,10/12/2016,10-Dec-16,35,1,Butiama,Kijichi,Temeke,Dar-es-salaam
Dar-es-salaam,Temeke,Kijichi,Butiama,Stanford Gombo/Kuria Msuya,27/02/2015,31-Jan-15,18,2,Butiama,Kijichi,Temeke,Dar-es-salaam
Mtwara,Newala,Mnyambe,Butiama,Michael Mwalugali,04/07/2014,04-Jul-14,24,6,Butiama,Mnyambe,Newala,Mtwara
Kusini Pemba,Chakechake,Ndagoni,Buyuni,NA,09/12/2014,09-Dec-14,4,0,Buyuni,Ndagoni,Chake Chake,Pemba
Dar Es Salaam,Temeke,Pemba mnazi,Buyuni , lamosai e,11/12/2016,11-Dec-16,9,1,Buyuni,Pemba Mnazi,Temeke,Dar-es-salaam
Dar-es-salaam,Temeke,Pemba Mnazi,Pemba mnazi,Said Mtumbalia,06/03/2013,06-Mar-13,65,18,Buyuni,Pemba Mnazi,Temeke,Dar-es-salaam
Kaskazini Pemba,Wete,Ukunjwi,Buyuni,NA,08/12/2014,08-Dec-14,4,0,Buyuni,Ukunjwi,Wete,Pemba
Dar Es Salaam,Temeke,Buza,Buza, baziwe t,12/12/2016,12-Dec-16,8,0,Buza,Buza,Temeke,Dar-es-salaam
Dar-es-salaam,Temeke,Buza,"Buza, Kanisani, Kipera",Elitruda Kisaka,06/02/2015,06-Feb-15,35,1,Buza,Buza,Temeke,Dar-es-salaam
Dar-es-salaam,Temeke,Buza,"Buza,KURASINI,KIPERA",Tito Mungai,09/03/2013,09-Mar-13,38,0,Buza,Buza,Temeke,Dar-es-salaam
Kaskazini Pemba,Wete,Piki,Bwagamoyo,NA,13/11/2013,13-Nov-13,1,0,Bwagamoyo,Piki,Wete,Pemba
Morogoro,Morogoro rural,Bwakira Chini,Bwakira Chini,Mgonde,03/11/2016,03-Nov-16,124,10,Bwakila Chini,Bwaki la Chini,Morogoro,Morogoro
morogoro,Morogoro rural,Bwaki la Chini,Bwakirachini,Grace,03/10/2011,03-Oct-11,90,0,Bwakila Chini,Bwaki la Chini,Morogoro,Morogoro
Morogoro,Morogoro Rural,Bwakila Chini,Bwakila Chini,Mgonde,17/12/2014,17-Dec-14,76,0,Bwakila Chini,Bwaki la Chini,Morogoro,Morogoro
Morogoro,Morogoro rural,Bwakira Juu,Bwakira Juu,Anord Lyali,04/11/2016,04-Nov-16,60,2,Bwakila Juu,Bwakila Juu,Morogoro,Morogoro
Morogoro,Morogoro,Bwakila Juu,Bwakira juu mondo,Mwakalinga,24/02/2013,24-Feb-13,16,0,Bwakila Juu,Bwakila Juu,Morogoro,Morogoro
Morogoro,Morogoro,Bwakila Juu,Bwakira juu,Mwakalinga,23/02/2013,23-Feb-13,5,0,Bwakila Juu,Bwakila Juu,Morogoro,Morogoro
Morogoro,Morogoro,Bwakila Juu,Bwakira juu lanzi,Mwakalinga,03/02/2013,03-Mar-13,5,0,Bwakila Juu,Bwakila Juu,Morogoro,Morogoro
Morogoro,Morogoro Rural,Bwakila Juu,Bwakila Juu,Godfrey Msele,16/12/2014,16-Dec-14,34,0,Bwakila Juu,Bwakila Juu,Morogoro,Morogoro
Coast,Kisarawe,Kibuta,Bwama,Shangali / Haule,24/11/2016,24-Nov-16,24,1,Bwama,Kibuta,Kisarawe,Pwani
Pwani,Kisarawe,Kibuta,Bwama,"Haule, L",20/01/2015,20-Jan-15,6,3,Bwama,Kibuta,Kisarawe,Pwani
Pwani,Kisarawe,Kibuta,Bwama,NA,19/11/2013,19-Nov-13,28,0,Bwama,Kibuta,Kisarawe,Pwani
Pwani,Kisarawe,Kibuta,Bwama,Haron Urasa,13/07/2012,13-Jul-12,20,0,Bwama,Kibuta,Kisarawe,Pwani
Pwani,Kisarawe,Kibuta,Bwama,Tellis Ndumwa,09/03/2011,09-Mar-11,70,33,Bwama,Kibuta,Kisarawe,Pwani
Dar Es Salaam,Kinondoni,Mwananyamala,Bwawani,"Ramadhani Sembeyu, Albentina Mpera, Rosemary Matovu ",21/11/2016,21-Nov-16,17,0,Bwawani,Mwananyamala,Kinondoni,Dar-es-salaam
Kusini Pemba,Mkoani,Mwambe,Bwegeza,Juma Ali Kombo,21/09/2016,21-Sep-16,10,0,Bwegeza,Mwambe,Mkoani,Pemba
Kusini Pemba,Mkoani,Muambe,Muambe,NA,11/11/2013,11-Nov-13,8,0,Bwegeza,Muambe,Mkoani,Pemba
Kusini Pemba,Mkoani,MWAMBE,Bwegeza,NA,02/06/2012,02-Jul-12,3,0,Bwegeza,Muambe,Mkoani,Pemba
Kusini Pemba,Mkoani,Mwambe,Bwegeza,NA,01/12/2014,01-Dec-14,4,0,Bwegeza,Muambe,Mkoani,Pemba
Morogoro,Morogoro rural,Selembala,Bwila Chini,Ipyana  Mwasongole,03/11/2016,03-Nov-16,21,2,Bwila Chini,Selembala,Morogoro,Morogoro
Morogoro,Morogoro,Selembala,Vikonge,Shabani kapela,24/02/2013,24-Feb-13,6,3,Bwila Chini,Selembala,Morogoro,Morogoro
Morogoro,Morogoro,Selembala,Bwila chini,Shabani kapela,03/02/2013,03-Mar-13,54,2,Bwila Chini,Selembala,Morogoro,Morogoro
Morogoro,Morogoro,Selembala,Bwila chini,Shabani kapela,02/02/2013,02-Mar-13,50,0,Bwila Chini,Selembala,Morogoro,Morogoro
Morogoro,Morogoro Rural,Selembala,Bwila Chini,Ipyana,19/12/2014,19-Dec-14,20,0,Bwila Chini,Selembala,Morogoro,Morogoro
Morogoro,Morogoro rural,Selembala,Bwila Juu,Ipyana  Mwasongole,04/11/2016,04-Nov-16,50,4,Bwila Juu,Selembala,Morogoro,Morogoro
Morogoro,Morogoro,Selembala,Na,Shabani kapela,25/02/2013,25-Feb-13,86,2,Bwila Juu,Selembala,Morogoro,Morogoro
Morogoro,Morogoro Rural,Selembala,Bwila Juu,Ipyana,18/12/2014,18-Dec-14,74,2,Bwila Juu,Selembala,Morogoro,Morogoro
Morogoro,Morogoro urban,Kilakala,Bwinila,NA,06/11/2016,06-Nov-16,16,8,Bwinila,Kilakala,Morogoro Urban,Morogoro
Morogoro,Morogoro urban,Mafiga,CCM,NA,12/11/2016,12-Nov-16,7,2,CCM,Mafiga,Morogoro Urban,Morogoro
Morogoro,Morogoro urban,Kihonda,CCT Forest,NA,07/11/2016,07-Nov-16,63,5,CCT Forest,Kihonda,Morogoro Urban,Morogoro
Mtwara,Mtwara urban,Chuno,Chuno Kati,NA,07/11/2016,07-Nov-16,0,0,Centre,Chuno,Mtwara Urban,Mtwara
Mtwara,Mtwara urban,Chuno,Chuno Kati,NA,01/10/2015,01-Oct-15,0,0,Centre,Chuno,Mtwara Urban,Mtwara
mtwara,Mtwara urban,Chuno,Chuno,Rashid karimu,03/06/2012,03-Jul-12,17,13,Centre,Chuno,Mtwara Urban,Mtwara
Kusini Pemba,Chake Chake,CHANJAANI,Chachani,NA,03/05/2011,03-May-11,9,0,Chachani,Chachani,Chake Chake,Pemba
Kusini Pemba,Mkoani,CHAMBANI,Chaka la Kati,NA,23/06/2012,23-Jun-12,6,0,Chaka la Kati,Chambani,Mkoani,Pemba
Kusini Pemba,Mkoani,Chambani,Chakalakati,Mcha Haji Mcha,23/09/2016,23-Sep-16,4,2,Chakalakati,Chambani,Mkoani,Pemba
Mtwara,Masasi  ,Mwenge,Chakama,Hasani Juma,11/11/2016,11-Nov-16,12,0,Chakama,Mwenge,Masasi Township Authority,Mtwara
Mtwara,Masasi Urban,Mwenge,Chakama, Lazaro Ndungile,10/09/2015,10-Sep-15,59,19,Chakama,Mwenge,Masasi Township Authority,Mtwara
Coast,Kisarawe,Mzenga,Chakenge,Omary Mselemo,20/11/2016,20-Nov-16,28,4,Chakenge,Mzenga,Kisarawe,Pwani
Pwani,Kisarawe,Mzenga,Chakenge,"Marimbo, E",18/01/2015,18-Jan-15,27,4,Chakenge,Mzenga,Kisarawe,Pwani
Pwani,Kisarawe,Mzenga,Chakenge,NA,21/11/2013,21-Nov-13,26,3,Chakenge,Mzenga,Kisarawe,Pwani
Pwani,Kisarawe,Mzenga,Chakenge,Shabani Mtunguja,14/07/2012,14-Jul-12,22,0,Chakenge,Mzenga,Kisarawe,Pwani
Pwani,Kisarawe,Mzenga,Chakenge,Clemence Nyika,01/03/2011,01-Mar-11,14,0,Chakenge,Mzenga,Kisarawe,Pwani
Coast,Kisarawe,Manerumango,Chale,Karume Chausa,21/11/2016,21-Nov-16,38,1,Chale,Maneromango,Kisarawe,Pwani
Pwani,Kisarawe,Mwanakumango,Chale,"Mwende, E.K",14/01/2015,14-Jan-15,15,1,Chale,Maneromango,Kisarawe,Pwani
Pwani,Kisarawe,Maneromango,Chale,NA,22/11/2013,22-Nov-13,13,1,Chale,Maneromango,Kisarawe,Pwani
Pwani,Kisarawe,Maneromango,Chale,E. K. Mwende,12/07/2012,12-Jul-12,8,3,Chale,Maneromango,Kisarawe,Pwani
Pwani,Kisarawe,Maneromango,Chale,Kassim Nyoni,05/03/2011,05-Mar-11,0,0,Chale,Maneromango,Kisarawe,Pwani
Kaskazini Pemba,Micheweni,MSUKA MASHARIKI,Chaleni,NA,21/06/2012,21-Jun-12,28,3,Chaleni,Msuka Mashariki,Micheweni,Pemba
Kaskazini Pemba,Micheweni,Micheweni,Chaleni,NA,19/12/2014,19-Dec-14,4,0,Chaleni,Micheweni,Micheweni,Pemba
Kaskazini Pemba,Micheweni,Msuka Mashariki,Chaleni,NA,16/12/2014,16-Dec-14,3,0,Chaleni,Msuka Mashariki,Micheweni,Pemba
Morogoro,Morogoro urban,Kilakala,Chalumbi,NA,06/11/2016,06-Nov-16,111,13,Chalumbi,Kilakala,Morogoro Urban,Morogoro
Dar-es-salaam,Temeke,Pambamnazi,Chambewa,Anselm Twipa & Veronika Nyanda,09/02/2015,09-Feb-15,27,9,Chambewa,Pemba Mnazi,Temeke,Dar-es-salaam
Dar-es-salaam,Temeke,Pemba Mnazi,Pembamnazi,Dr kway,10/03/2013,10-Mar-13,18,2,Chambewa,Pemba Mnazi,Temeke,Dar-es-salaam
Dar Es Salaam,Temeke,Pambamnazi,Chambewa,Anselm Twipa ,26/09/2011,26-Sep-11,38,0,Chambewa,Pemba Mnazi,Temeke,Dar-es-salaam
Dar-es-salaam,Temeke,Pambamnazi,Chambewa,Anselm Twipa ,22/04/2010,22-Apr-10,17,3,Chambewa,Pemba Mnazi,Temeke,Dar-es-salaam
Kaskazini Pemba,Micheweni,Micheweni,Chamboni,NA,16/12/2014,16-Dec-14,7,0,Chamboni,Micheweni,Micheweni,Pemba
Kusini Pemba,Mkoani,Chokocho,Chamboni,Mohammed Nassor,22/09/2016,22-Sep-16,10,1,Chamboni,Chokocho,Mkoani,Pemba
Kusini Pemba,Mkoani,CHAMBANI,Chamboni,NA,06/04/2011,06-May-11,1,1,Chamboni,Chokocho,Mkoani,Pemba
Coast,Mkuranga,Kisegese,Chamgoi,NA,30/12/2016,30-Nov-16,21,0,Chamgoi,Mkamba,Mkuranga,Pwani
Pwani,Mkuranga,NA,Chamgoi,NA,31/01/2015,31-Dec-14,5,0,Chamgoi,Mkamba,Mkuranga,Pwani
Pwani,Mkuranga,Mkamba,Chamgoi,Salum halfani,18/11/2013,18-Nov-13,4,0,Chamgoi,Mkamba,Mkuranga,Pwani
Morogoro,Morogoro urban,Mazimbu,Chamwino,NA,07/11/2016,07-Nov-16,60,3,Chamwino,Mazimbu,Morogoro Urban,Morogoro
Morogoro,Morogoro urban,Mazimbu,Chamwino,Grace,21/02/2013,21-Feb-13,85,5,Chamwino,Mazimbu,Morogoro Urban,Morogoro
Morogoro,Morogoro urban,Mazimbu,Chamwino,Grace,09/02/2013,09-Feb-13,85,26,Chamwino,Mazimbu,Morogoro Urban,Morogoro
Morogoro,Morogoro Urban,CHAMWINO,Ofisi ya Kata,Masungwa P. T,21/12/2014,21-Dec-14,450,25,Chamwino,Mazimbu,Morogoro Urban,Morogoro
Mtwara,Nanyumbu,Mikangaula,Chang´ombe,Benedict Makombe,09/06/2014,09-Jun-14,0,0,Chang´ombe,Mikangaula,Nanyumbu,Mtwara
Morogoro,Morogoro rural,Mkuyuni,Changa,Lucresia Njahani,05/11/2016,05-Nov-16,4,0,Changa,Mkuyuni,Morogoro,Morogoro
Morogoro,Morogoro,Mkuyuni,Changa,Lustis banzi,25/02/2013,25-Feb-13,4,0,Changa,Mkuyuni,Morogoro,Morogoro
Morogoro,Morogoro Rural,Mkuyuni,Changa,L. Njahani,19/12/2014,19-Dec-14,20,2,Changa,Mkuyuni,Morogoro,Morogoro
Mtwara,Mtwara rural,Ndumbwe,Changarawe,NA,20/11/2016,20-Nov-16,2,0,Changalawe,Ndumbwe,Mtwara Rural,Mtwara
Mtwara,Mtwara rural,Ndumbwe,Changarawe,NA,23/08/2015,23-Aug-15,11,3,Changalawe,Ndumbwe,Mtwara Rural,Mtwara
mtwara,Mtwara rural,Ndumbwe,Changalawe,Joseph m. Kapinga,27/06/2012,27-Jun-12,1,0,Changalawe,Ndumbwe,Mtwara Rural,Mtwara
Mtwara,Mtwara Rural, Ndumbwe  ,Changalawe,"Kapinga J., Beatrice M., Shemtandulo",19/06/2014,19-Jun-14,0,0,Changalawe, Ndumbwe  ,Mtwara Rural,Mtwara
Dar Es Salaam,Kinondoni,Makongo,Changanyikeni,"Esther Kides, Elietikiswa Nnko, David Mbena",23/11/2016,23-Nov-16,17,0,Changanyikeni,Makongo,Kinondoni,Dar-es-salaam
Dar-es-salaam,Kinondoni,MAKONGO,CHANGANYIKENI,"Albina James, Rhoda Mruttu",20/12/2014,20-Dec-14,7,0,Changanyikeni,Makongo,Kinondoni,Dar-es-salaam
Dar Es Salaam,Temeke,Toangoma,Changanyikeni ,Kileo m,10/12/2016,10-Dec-16,38,5,Changanyikeni,Toangoma,Temeke,Dar-es-salaam
Kusini Pemba,Mkoani,Changaweni,Changaweni,Abdallah M.Soud,22/09/2016,22-Sep-16,7,0,Changaweni,Changaweni,Mkoani,Pemba
Kusini Pemba,Mkoani,Changaweni,Changaweni,NA,12/11/2013,12-Nov-13,30,1,Changaweni,Changaweni,Mkoani,Pemba
Coast,Kisarawe,Marumbo,Chang'ombe 'A',Harun Urasa,17/11/2016,17-Nov-16,17,2,Chang'ombe,Marumbo,Kisarawe,Pwani
Pwani,Kisarawe,Marumbo,Chang'ombe-A,"Mapande, M",16/01/2015,16-Jan-15,9,5,Chang'ombe,Marumbo,Kisarawe,Pwani
Pwani,Kisarawe,Marumbo,Chang'ombe-A,NA,22/11/2013,22-Nov-13,11,4,Chang'ombe,Marumbo,Kisarawe,Pwani
Pwani,Kisarawe,Marumbo,"Chang'ombe ""A""",Ally M Jumanne,11/07/2012,11-Jul-12,10,4,Chang'ombe,Marumbo,Kisarawe,Pwani
Pwani,Kisarawe,Marumbo,Chang'ombe-A,Daniel Shangali,08/03/2011,08-Mar-11,5,5,Chang'ombe,Marumbo,Kisarawe,Pwani
Mtwara,Nanyumbu,Mikangaula  ,Chang'ombe,NA,30/11/2016,31-Oct-16,0,9,Chang'ombe,Mikangaula,Nanyumbu,Mtwara
Mtwara,Nanyumbu,Mikangaula,Chang`ombe,D.Marijani,25/06/2012,25-Jun-12,6,3,Chang'ombe,Mikangaula,Nanyumbu,Mtwara
Mtwara,Tandahimba,Maundo,Chang'ombe,J.Wagine,03/11/2016,03-Nov-16,0,11,Chang'ombe,Maundo,Tandahimba,Mtwara
Mtwara,Tandahimba,Maundo,Chang'ombe,Asia A. Mnunduma,21/08/2015,21-Aug-15,0,2,Chang'ombe,Maundo,Tandahimba,Mtwara
Mtwara,Tandahimba,Maundo,Chang'ombe,Hozza B.,25/06/2011,25-Jun-11,4,23,Chang'ombe,Maundo,Tandahimba,Mtwara
Mtwara,Tandahimba,Maundo,Chang'ombe,Joseph D. John,27/06/2014,27-Jun-14,1,0,Chang'ombe,Maundo,Tandahimba,Mtwara
Coast,Kisarawe,Kibuta,Chang'ombe 'B',Shangali / Haule,21/11/2016,21-Nov-16,2,0,Chang'ombe 'B',Kibuta,Kisarawe,Pwani
Pwani,Kisarawe,Kibuta,Chang'ombe-B,"Haule, L",17/01/2015,17-Jan-15,20,5,Chang'ombe 'B',Kibuta,Kisarawe,Pwani
Pwani,Kisarawe,Kibuta,Chang'ombe-B,NA,22/11/2013,22-Nov-13,12,0,Chang'ombe 'B',Kibuta,Kisarawe,Pwani
Pwani,Kisarawe,Kibuta,"Chang'ombe ""B""",Haron Urasa,12/07/2012,12-Jul-12,14,0,Chang'ombe 'B',Kibuta,Kisarawe,Pwani
Pwani,Kisarawe,Kibuta,Chang'ombe-B,Tellis Ndumwa,03/03/2011,03-Mar-11,12,17,Chang'ombe 'B',Kibuta,Kisarawe,Pwani
Dar Es Salaam,Temeke,Chang'ombe,Chang'ombe a, kitori a,10/12/2016,10-Dec-16,27,3,"Chang'ombe""A""",Chang'ombe,Temeke,Dar-es-salaam
Dar-es-salaam,Temeke,Changombe,Changombe A,Alden Kitori,26/02/2015,26-Feb-15,17,2,"Chang'ombe""A""",Chang'ombe,Temeke,Dar-es-salaam
Dar-es-salaam,Temeke,Changombe,Changombe B,Alden Kitori,27/02/2015,27-Feb-15,12,2,"Chang'ombe""B""",Chang'ombe,Temeke,Dar-es-salaam
Kusini Pemba,Chakechake,Vitongoji,Changuo,Mohammed Ali,14/09/2016,14-Sep-16,3,0,Changuo,Vitongoji,Chake Chake,Pemba
Kusini Pemba,Chake Chake,Vitongoji,Changuo,NA,12/11/2013,12-Nov-13,17,0,Changuo,Vitongoji,Chake Chake,Pemba
Kusini Pemba,Chakechake,Vitongoji,Changuo,NA,12/12/2014,12-Dec-14,17,0,Changuo,Vitongoji,Chake Chake,Pemba
Mtwara,Nanyumbu,Lumesule  ,Changwale,NA,04/11/2016,04-Nov-16,32,0,Changwale,Lumesule,Nanyumbu,Mtwara
Mtwara,Nanyumbu,Lumesule  ,Changwale,NA,25/08/2015,25-Aug-15,32,0,Changwale,Lumesule,Nanyumbu,Mtwara
Mtwara,Nanyumbu,Lumesule,Changwale,N.Mungule,21/06/2012,21-Jun-12,2,2,Changwale,Lumesule,Nanyumbu,Mtwara
Mtwara,Nanyumbu,Lumesule,Changwale,V.Umbella1,12/06/2014,12-Jun-14,8,0,Changwale,Lumesule,Nanyumbu,Mtwara
Mtwara,Masasi  ,Mtandi,Chanika nguo,Shaibu Amuri,07/11/2016,07-Nov-16,48,8,Chanikanguo,Mpindimbi,Masasi Township Authority,Mtwara
